Shorts Title,Upload Date,Upload Day,Duration,Views,Likes,Comments,Hashtags,Watch Time,Views Like Ratio,Views Comment Ratio,Watch Time per Views,Likes Comment Ratio,Audience Engagement Rate,Newest 5 Comment
Pasta,06/03/2025,Thursday,01:27,110897,5200,42,#pasta,2680,21.32634615,2640.404762,0.024166569,123.8095238,4.72%,"""My dinner on the next Halloween but it looks super tasty and healthy as well... let's go"",""Pink sauce pasta"",""Dracula's Pasta"",""More pasta receipes sir"",""Thanks, chef! Tussi great ho"",""Sir aapki har videos mere ko bahut pasand h"""
Palak Paneer Tikki,07/03/2025,Friday,01:06,187443,9000,33,#snack,3436.5,20.827,5680.090909,0.018333573,272.7272727,4.82%,"""Super tasty Bhai"",""Very nice"",""Yummy"",""Yummy"",""बहुत ही हेल्दी रेसिपी है, खाकर मजा आ जाएगा"",""Yummy palak paneer"",""Ur voice is just superb as usual more yumm to reels"",""Very tasty"""
Sev Tamatar ki Sabji,08/03/2025,Saturday,01:27,809939,39000,101,#sabji,19573.5,20.76766667,8019.19802,0.024166635,386.1386139,4.83%,"""Aap hai na bachalors ka king hai.suk suk jeyo bhai....super"",""Wow v interesting never heard of this"",""Great Beautiful"",""Mari frovt sev tomato"",""So hardworking guy"",""I was waiting for this one"",""Sir you are the best chef"",""You are the best ,the way you speak is very cute"""
Curd Rice,09/03/2025,Sunday,00:59,179822,6400,29,#dinnerrecipe,2947.1,28.0971875,6200.758621,0.016388985,220.6896552,3.58%,"""I bet that was the tasty recipe of all time ....trust me I have tried this"",""Looking amazing as always keep this up"",""आप के रेसिपी easy होती है, आप का बोलने का तरीका, वा बहोत अच्छा लगता है"",""Yummy"",""Apki awaz bhut achi hai kuch video to apki awaz ki wajah se dekhte hai"",""Hostellers ka sahara"",""Super wow"",""Wow"""
Noodles,10/03/2025,Monday,00:57,392682,21000,59,#hakkanoodles,6217.5,18.69914286,6655.627119,0.015833422,355.9322034,5.36%,"""Too Delicious & Easy"",""Very yummy"",""Wonderful"",""Yummy"",""Lassun kat liya baki sabji mai ky hi time lagega"",""Yummy"",""Sach me aap bahut acche se jante h"",""2 mins Maggi laughing at side"""
Chana Chaat,11/03/2025,Tuesday,01:28,1025398,39000,91,#snack,25065.3,26.29225641,11268.10989,0.02444446,428.5714286,3.81%,"""Mouth watering and nutritious chat sir, Thank you for sharing"",""Chanay rakhkay huay hain gala kr aj banaungi thanks chef"",""Wow. Bhai ya. Aap. Ki. Resapi. Bhut. Acchi. Lagti. Hai. Thank you. Likes. All. Resapi."",""Simple or ezy recipe"",""Bhai pototo sath mai daal dete chane ke ...thoda ges Bach Jate"",""Best n simplest Satisfying Recipe Till Date ..... Wowww"""
Aalo Snack,12/03/2025,Wednesday,00:59,637569,23000,53,#snack,10449.1,27.7203913,12029.60377,0.016388971,433.9622642,3.61%,"""Aligarh me bahut banta hai ye......Maine ek baar he khaya tha ....bahut tasty hota hai"",""Very tasty crunchy snacks"",""Wow so tasty"",""Yummy yummy"",""arey waah so easy and tastesy so yummy"",""This is so crisp"",""This is so crispy"",""Wow so yummy"""
Leftover Roti Recipe,13/03/2025,Thursday,01:22,291019,14000,88,#snack,6628.8,20.78707143,3307.034091,0.022777894,159.0909091,4.84%,"""अगर सब्जी भी नहीं बची तो हम चाय के साथ खा लेंगे"",""Bacha Huwa roti sab gaayon ko khila dete hain"",""Hy Bhai nice voice and lovely way to talk about recipes"",""Ham to isse acha roti ko lal mirch aur ghee ke sath kha lage aur sath me chai"",""Looks Tasty"",""Hello bhaiya i am big fan your videos aap ki video bahut achi lagti hai amazing bhaiya"",""Nice recipe"""
Kebab,14/03/2025,Friday,01:20,53634,2300,28,#snack,1191.9,23.31913043,1915.5,0.022222844,82.14285714,4.34%,"""Very Nice"",""Super recipe"",""Please bhaiya dosa recipe"",""Yummy"",""Imagine pinned by chief prateek bhaiya"",""Nice recipe"",""Cardiologist be like: you dare eat this......I am waiting for you in the theater"",""Short dekhne ke baad bhukh lag gayi"",""Very Nice"""
Papad ki Sabji,16/03/2025,Sunday,01:17,157314,8200,42,#sabji,3364.8,19.18463415,3745.571429,0.021389069,195.2380952,5.24%,"""आपकी रेसिपी देखकर मुंह में पानी आ गया"",""Lovely sabji and tasty easy recipe"",""Wow very yummy"",""हम तो पापड़ को दाना मेथी के साथ, और नमकीन पापड़ बनाते हैं बहुत मस्त बनती है"",""Gravy recipe is mouthwatering"",""Very nice & quick recipe"",""there is another rajasthani recipe for papad sabzi. This is really good and new will try it."""
Dhaba Vaali Paneer ki Sabji,17/03/2025,Monday,01:24,302455,18000,48,#paneersabji,7057.3,16.80305556,6301.145833,0.023333388,375,5.97%,"""Mix veg ki recipe bilkul restaurant style thi Simple and suttle"",""Love from Asansol, West Bengal"",""Very nice"",""I will try it"",""Yummiest"",""Yummy"",""V good"",""Yeah Wala mast hain"",""Nice will try this"""
Garlic Naan,18/03/2025,Tuesday,01:16,155540,7700,32,#dinnerrecipe,3283.6,20.2,4860.625,0.021110968,240.625,4.97%,"""Sir voice bahut pyari hai apki Or saari videos bahut achi hoti hai"",""Literally buhat behtreen recipe batayi hai"",""Really awesome"",""Wow yammy"",""MashaAllah very nice good sharing big thumbs up"",""For information I don't know about the place where you live but naan means maide ki rooti so you can't prepare naan with aata and what you made was like a version of tandor roti...if anyone took time to read it please don't be offended and for any mistake please correct me it was truly a amazing recipe"""
Aalo ka Snack,19/03/2025,Wednesday,01:03,502946,20000,183,#snack,8801.6,25.1473,2748.338798,0.017500089,109.2896175,4.01%,"""Jharkhand ka street food Aaloo Chop"",""Yummy"",""Meri favourite hai ye by mami's hand made"",""Watching in the month of Fasting just love it"",""Amazing"",""Nice recipe"",""Watching in the month of fasting just love it"""
Gobi aur Gajar ka Paratha,20/03/2025,Thursday,01:24,287612,10000,41,#paratha,6710.9,28.7612,7014.926829,0.023333171,243.902439,3.49%,"""U make cooking so easy even for beginners."",""Nice tasty recipes"",""Very nice recipe"",""Aayoo Bahut sundar Prateek ji From Haveri Karnataka"",""किस किस ko मेरे जैसे प्रतीक भैया की आवाज पसंद hai"",""Masala roti..."",""I love your recipes"",""Aap ki cooking bhi bohot mast hai aur aap ki voice bhi bohot pyari hai"""
Sabji,21/03/2025,Friday,01:08,310779,14000,46,#sabji,5870.3,22.1985,6756.065217,0.018888985,304.3478261,4.52%,"""waao so yummy"",""Nice vedio bro hum batchelor's k liye bht helpful hai or easy bhi"",""I like this recipe"",""My favourite Mutter"",""Very nice recipe"",""Awesome,tasty,zabardast,lajawab"",""Very nice recipe"",""No mehnat double mehnat"""
Gajar ki Sabji,22/03/2025,Saturday,01:13,66778,2500,26,#sabji,1354.1,26.7112,2568.384615,0.020277636,96.15384615,3.78%,"""Healthy sabji"",""Wow"",""Super sir"",""Yummy"",""Healthy recipe"",""Maine khai hai it's my favourite"",""Nice recipe sir ji"",""Wow yummy"",""Delicious"",""Healthy sabji"""
Dahi Curry,23/03/2025,Sunday,01:26,510058,16000,53,#dinnerrecipe,12184.7,31.878625,9623.735849,0.023888852,301.8867925,3.15%,"""I tried dis rcp. Accha laga rice ke sath."",""Your recipes are very nice"",""7 minute ki recipe70minute ki recipe"",""Awesome recipe"",""Nice"""
Crispy Gobi,24/03/2025,Monday,01:21,237803,11000,25,#snack,5350.6,21.61845455,9512.12,0.022500137,440,4.64%,"""Yummy,I will prepare this"",""Yum"",""Yummy"",""First comment"",""Brilliant"""
Snack,25/03/2025,Tuesday,01:27,867776,43000,128,#snack,20971.3,20.18083721,6779.5,0.02416672,335.9375,4.97%,"""Sir. Your voice and style is sooooo unique"",""The way you speak interesting"",""Sir very nice paneer bhurgi recipe mouthwatering"",""Please koi cake ki recipe batao"",""You present the cooking process very well, and the words are well-paced. It's better to listen to the cooking process than to watch it."""
Chocolate Cake,26/03/2025,Wednesday,00:58,111310,4500,32,#chocolavacake,1793.3,24.73555556,3478.4375,0.016110862,140.625,4.07%,"""Bro! Be careful because South Indian Anna log are coming to your house by this invitation."",""Reply so nice video"",""Wonderful"",""Please sir i request you PG pe rehne wale ladko ke liye recipes batao bahut bekar halat ho gai hai"",""Yes m ise appe stand me bnate hu amazing banta h sir mere bete ka fvt h or mera b mini chocolava cake naam rakha hua h humne ise"""
Potato 65,27/03/2025,Thursday,01:28,231224,13000,53,#snack,5652.1,17.78646154,4362.716981,0.024444262,245.2830189,5.64%,"""Delicious"",""Wow tasty recipe"",""Fantastic"",""Super bhai"",""Good job advertising Everest kashmiri lal mirch"""
Dal aur Rice,28/03/2025,Friday,01:21,7317468,204000,715,#dinnerrecipe,164643,35.86994118,10234.22098,0.022499996,285.3146853,2.79%,"""Khichdi,my fav"",""Aese to hum khichadi banate hai"",""Gujarati khichdi he ye.Yummy"",""I tried at home.Great taste.Thanks"",""Easy,fast and quick recipe.Wow!! Thank you Prateek ji"""
Sambhar,29/03/2025,Saturday,01:25,247864,6900,176,#sambhar,5852.3,35.92231884,1408.318182,0.023610932,39.20454545,2.85%,"""महाराष्ट्र मे शेवगा केहते हे"",""Apni ki video kitna achi lagti hain kya bolu I'm from west bengal"",""Very very tempting"",""Soooo yummy"",""Sir aapki har recipe lajawab hai"""
Soya Tikka Masala,30/03/2025,Sunday,01:24,1193387,48000,150,#soyabean,27845.7,24.86222917,7955.913333,0.023333336,320,4.03%,"""I love Soya tikka masala"",""Awesome recipe sir"",""Wawoooooo.. yummy God bless you Chef Prateek"",""Very nice recipe"",""It looks yummy but oil used, can be used for 3 items"""
Lasooni Palak,31/03/2025,Monday,01:22,144371,3000,22,#Palakrecipe,3288.5,48.12366667,6562.318182,0.02277812,136.3636364,2.09%,"""Yummy"",""Your recipes are awesome"",""Sab kuch acche se explain kia hai."",""Very very tasty yummy recipe but tadke ke liye oil jada hai thoda kam ho sakta tha"",""I like the way you talk in....."""
Palak Soup,01/04/2025,Tuesday,01:20,162944,3500,29,#Palak Soup,3620.9,46.55542857,5618.758621,0.022221745,120.6896552,2.17%,"""Yummy"",""Prateek u can replace maida by nachani ata"",""Seems really tempting, love to try"",""Nice recipe"",""Awesome"""
boondi raita,02/04/2025,Wednesday,00:57,248619,6000,23,#boondi raita,3936.5,41.4365,10809.52174,0.015833464,260.8695652,2.42%,"""Sabse badhiya ha piyaz tamatar or khira k raita with dhaniya patta"",""Bro this tastes like a heaven"",""Yummy"",""In Raita ..must have is Rai (mustard powder) .. add a pinch of mustard powder to all the raitas (for an oil free version if tadka is not done)"",""Make a video on dry raita of boondi pls"""
Paneer Korma ,03/04/2025,Thursday,01:06,646722,18000,43,#paneer korma,11856.6,35.929,15040.04651,0.01833338,418.6046512,2.79%,"""I will definitely try it"",""Mene banaya tha ye, bohot achha banatha"",""Delicious"",""Wow love it"",""By seeing your method hospitals will be very happy"""
Tasty Halwa,04/04/2025,Friday,01:12,329262,8600,52,#aatekahalwa,6585.2,38.28627907,6331.961538,0.019999879,165.3846154,2.63%,"""Ye aate ka halwa meri dadi banati thi mere bachpan mein mere dady to ise kha k bade huay hain"",""So tasty"",""Shira kehte he ham ise"",""Nice idea sir"",""Kada prasad"""
Aloo snacks,05/04/2025,Saturday,00:54,275680,5600,37,#aloo snacks,4135.2,49.22857143,7450.810811,0.015,151.3513514,2.04%,"""Sir ashtmi or navmi me mata ke parsad ke liye banne wale kala chana ki recipe batao sir"",""Wow"",""Meri mummy to kali mirch aur Namak se banati hi"",""Wow super tasty"",""Squeeze lemon on the potatoe dish eat with paratha and chia"""
Chutney,06/04/2025,Sunday,01:05,953833,22000,136,#chutney recipe,17221.9,43.35604545,7013.477941,0.018055467,161.7647059,2.32%,"""""एकदम मस्त दही का छोंका है दोस्तों तेलकी सब्जी के साथ"",""So yummy"",""So yummy! Will definitely try brother"",""Oil is more bro..but its looking nice"",""Bhai k ghar oil free ka milta hai lag rha hai OFFER OFFER OFFER free oil k saath payen heart problem"""
Tamatar Ka Bharta,07/04/2025,Monday,01:20,2368336,80000,332,#tamatar ki sabji,52629.9,29.6042,7133.542169,0.022222311,240.9638554,3.39%,"""Meri ye favourite dish h mummy hamesha banati h"",""Zabardast..Chef you are really good"",""His soothing voice"",""Mene sirf isliye like kr diya hai ki recipe ka pta na voice itne madhur hai ki nid a gyi hai sun ke so soothing"""
Maggi recipe,08/04/2025,Tuesday,01:26,2333684,146000,798,#maggi recipe,55741.1,15.98413699,2924.41604,0.023885453,182.9573935,6.29%,"""Simple soupy maggie is my emotion"",Nice recipe sir. Thank you so much. Maggi ki unique recipe ke liye"",""Simple is best, the complexity die the taste"",""My mother is watching your video every day and I eat new new dishes every day"",""Ye recipe bhi acchi hai...But 'Simple Maggi' is emotion"""
Aloo Tikka,09/04/2025,Wednesday,01:19,216350,8000,36,#aloo tikka,4747.7,27.04375,6009.722222,0.021944534,222.2222222,3.71%,"""Amazing"",""Missing ur charming, soothing voice"",""Tasty tasty"",""Wah!"",""Bhai veg logo ke liye aap vaardaan ho keep it up my friend"""
green pulao,10/04/2025,Thursday,01:17,160214,4300,28,#pulao rice,3426.8,37.25906977,5721.928571,0.021388892,153.5714286,2.70%,"""Mujhe aapkey baat karne ka andaz bohot zyada pasand hai"",""Awesome"",""Awasome keep supporting"",""Literally healthy pulao recipe"",""waao yrrrr paani aa gaya muh me so yummy colour kitna pyaara aaya hai"""
evening tea,11/04/2025,Friday,01:20,280846,7600,45,#snacks ideas,6241,36.95342105,6241.022222,0.022222143,168.8888889,2.72%,"""Wow so tasty"",""So delicious"",""Ek chota chamch aam..Ek chota chamch Dahi..Ek Chota Chamach Lal mirch.. Ek Chota Chamach Karela..Ek Chota Chamach Shimla mirch"",""Wow so tasty"",""Awesome"",""Wow very simple and tasty recipe"""
bhelpuri chaat,12/04/2025,Saturday,01:05,292894,9800,41,#bhelpuri chaat,5288.4,29.88714286,7143.756098,0.018055679,239.0243902,3.36%,"सर आपकी वीडियो बहुत ही ज्यादा अच्छी होती है"",""Waise recipe jabardast hai"",""Definitely gonna try this"",""Mouth watering."",""Very good"""
Achari aloo,13/04/2025,Sunday,01:53,759846,31000,84,#aloo sabji,23850.7,24.51116129,9045.785714,0.03138886,369.047619,4.09%,"""This nonstick steel frying pan is v v v popular❤❤ in many cooking channels...."",""Looks very yummy"",""Wow very yummy"",""Very good"",""इसे कहते हे सब्जी, मुंह में पानी आ गया संडे को ये ही लंच बनेगा"""
Angoor mojito,14/04/2025,Monday,00:41,309702,6600,29,#refreshing drink,3527.2,46.92454545,10679.37931,0.011389013,227.5862069,2.14%,"""Mouth watering"",""अंगूर के शरबत तक तो पसंद आया"",""Amazing video"",""Refreshing"",""Angoor ko angoor ki tarah khane ka maza hi alag hai"""
Fruit Custard,15/04/2025,Tuesday,00:48,202655,6100,39,#fruit custard,2702.1,33.22213115,5196.282051,0.013333498,156.4102564,3.03%,"""Mouthwatering"",""Wow yummy"",""एकदम झकास !"",""Bhut Sundar"",""Looks so delicious"""
Cold coffee,16/04/2025,Wednesday,00:47,137148,3200,26,#cold coffee,1790.5,42.85875,5274.923077,0.01305524,123.0769231,2.35%,"""Super"",""Mene jo coffee ki recipe dali hui h Ap use try kro roz bna k piyo 100%"",""आपने कॉफी फेटने में बहुत मेहनत की है"",""Aapki aawaz ko kya hua h"",""Recipe achchi hai lekin aap k awaz me better samajh me ayega..."""
Musk Melon Juice,17/04/2025,Thursday,00:45,335799,6900,99,#fruit juice,4197.5,48.66652174,3391.909091,0.012500037,69.6969697,2.08%,"""Super"",""Musk milon hogya Mast Milon"",""Bangla kehte hai humare Chhattisgarh me"",""I love your recipies.. I see the shorts daily.."",""“ Shakkar Teti ” in Gujarati..."""
Aam Ki Lassi ,18/04/2025,Friday,00:33,172143,4800,45,#lassi drink,1577.9,35.863125,3825.4,0.009166216,106.6666667,2.81%,"""Dahi k jgh p doodh daal k banay doodh dhandha and creamy"",""Yummy yummy"",""Very very nice"",""Looking very much delicious"",""Aam ka ice cream"""
shahi chai,19/04/2025,Saturday,01:19,272683,8900,52,#masala chai,5983.9,30.63853933,5243.903846,0.021944529,171.1538462,3.28%,"""Chai h yaa chai ka tadka"",""Hello sir. I have tried this chai. My whole family loves this chai. Thank u so much sir."",""Nice chai recipe"",""Very nice yummy"",""Buhat zabardast"""
Watermelon mojito,20/04/2025,Sunday,00:41,149538,3300,30,#watermelon mojito,1703.1,45.31454545,4984.6,0.011389078,110,2.23%,"""I like your video's and also a sweet and crazy chief"",""Very tasty"",""Waw"",""Nice chef"",""Refreshing"""
Masala COLA,21/04/2025,Monday,00:31,200290,4500,39,#summer drink,1724.7,44.50888889,5135.641026,0.008611014,115.3846154,2.27%,"""So yammy"",""Sar aapka awaaz itna dhire hota hai jo recipe aap dete ho vah ham banae to sunai nahin deta hai ki aapane usmein kya-kya mix kiya hai"",""Nice"",""Bahut hi sundar jawabin kar liya sir"",""Refreshing"",""Amazing sharing"",""Kon kon meri tarah sirf video hi dekhta he par banata kuch nahi"""
Aam Panna ,23/04/2025,Wednesday,01:20,346476,9600,43,#aampanna juice,7699.5,36.09125,8057.581395,0.022222318,223.255814,2.78%,"""Bhai jaise dekha mukh main pani aa gya hai ab jaldi se bna kr leti hu enjoy your life dear"",""Great recipe"",""Its looking so Tasty"",""yummy"",""Mouth watering recipe"",""Very refreshing"",""Nice"",""Very nice"",""Bhai jaise dekha mukh main pani aa gya hai"""
Aloo Rice,24/04/2025,Thursday,01:58,2445823,100000,317,#masala bhat,80168.6,24.45823,7715.529968,0.03277776,315.4574132,4.10%,"""Thank you Sir for the Masalaydar Rice"",""Aapka khana aur aapki awaaz bahut hi acchi hai"",""My favourite aloo Chawal thank you for sharing your delicious recipe I am going try it"",""Would love to have someone cook that and serve it to me"",""Ye recipe maine try kiya bahut hi tasty bani thi"",""Best simple dish - for a home. Easy to make and serve. Thankyou"",""Bhaut tasty lag rahi h"""
Paneer Cheese Paratha,25/04/2025,Friday,01:36,289452,8500,46,#paneer paratha,7718.7,34.05317647,6292.434783,0.026666598,184.7826087,2.95%,"""Yummy recipe mai ye banai hu bahut acha bana tha & thanks for 5k subscribers"",""I love the way you say 'namak'"",""Add grated ginger. It enhances the taste"",""My favourite all time on Sundays"",""Bahut thick bana hai paratha"",""Love from Mauritius"",""Recipe + Promotion"",""Making paneer Parathas, Promotion of Indus Valley cookware"",""Delicious"""
Aam ka Achar,26/04/2025,Saturday,00:49,472671,7400,28,#aamka aachar,6433.6,63.87445946,16881.10714,0.013611159,264.2857143,1.57%,"""Isme kachha pyaz or gud dalo…yummmmm"",""Mouthwatering"",""yummy"",""Yummy"",""All time my fav"""
Mango ice-cream,27/04/2025,Sunday,00:53,419075,9300,34,#mango icecream,6169.7,45.06182796,12325.73529,0.014722186,273.5294118,2.23%,"""So creamy and tempting"",""Nice"",""Wow fantastic"",""Nice so easy karke btaya"",""Thanks for beautiful recipe"""
HUNG CURD DIP,28/04/2025,Monday,01:02,176289,5000,31,#evening snacks,3036.1,35.2578,5686.741935,0.017222288,161.2903226,2.85%,"""Outstanding"",""Tasty"",""Very tasty"",Very nice recipe"",""Waw superb recipe"""
Chole recipe,30/04/2025,Wednesday,01:41,8820699,237000,445,#chole bhaturae,247469.6,37.21813924,19821.79551,0.028055554,532.5842697,2.69%,"""Bahot achi recipe hay bina aalo ke chole Thankyou"",""Chole jaisa hi tha or tasty bhi"",""M bhi kbhi kbhi aise hi bnati hu…bhot testy lgta h"",""Paratha aur chole wow my favourite old recipe now in reels Great job"",""Phli bar kuch achha or  new dekhne ko mila jo testy bhi h thank you sir ji"""
Dal paratha,01/05/2025,Thursday,00:58,1454666,36000,150,#lunchideas,23436.3,40.40738889,9697.773333,0.016111121,240,2.49%,"""One of the famous cuisine of Bihar.Har important occasion par banta hai"",""Humare yha ise dalpudi kahte hai"",""Masala puran poli"",""Humare yaha is recipe ko dalbhari kehete h UP prayagraj me"",""Just love your recipes"""
Rice,02/05/2025,Friday,00:59,479775,21000,95,#food,7862.9,22.84642857,5050.263158,0.016388724,221.0526316,4.39%,"""Looks tempting"",""Gado Gado in indian style"",""wow"",""Thanks so yummy"",""Waah maza aa gya"""
Veg Biryani,03/05/2025,Saturday,01:00,9747603,371000,"2,279",#vegpulao,162460.1,26.27386253,4277.140412,0.016666672,162.7906977,3.83%,"""Aalo ki sabzi and rice bhot tasty bnaya hai aapne"",""Bahot badhiya sabzi chawal banaye aapne"",""Nice biryani for vegeterians like us thankyou"",""Veg biryani k naam par aaloo pulaaw bna dia"",""acha pulao bnaya aapne"""
chess Paratha,04/05/2025,Sunday,00:46,936909,27000,78,#lunch,11971.6,34.70033333,12011.65385,0.012777762,346.1538462,2.89%,"""Your cutting style is very good"",""Wow Yummy"",""Good so much yummy"",""Wow…yummy"",""Yummy"""
Cutlet,05/05/2025,Monday,00:58,728162,36000,135,#snacks,11731.5,20.22672222,5393.792593,0.016111113,266.6666667,4.96%,"""Nice easy & quick"",""looks so delicious thanks for sharing"",""Badhiya bnaya cutlet recipe"",""Best recipe bahot pasand hai"",""So nice very nice way of explaining"" "
Kacha Aam,06/05/2025,Tuesday,00:58,6926507,152000,410,#breakfast,111593.7,45.569125,16893.91951,0.016111108,370.7317073,2.20%,"""it's a south indian dish and very popular during mango season, I love it."",""Yummy chitranna recipe"",""Muje bhi kacha aam pasand hai"",""Leftover rice ke sath bhi Acha Igta hai"",""It tastes really good with papada or kababs, but we don't chop the mangoes we grate them. Also those who don't like bahut khatta taste, choose mangoes that r slightly pink or light greenish yellow. It makes the mango rice slightly sweet and tangy."""
Hakka Noddles,07/05/2025,Wednesday,00:59,816331,29000,74,#noodles,133787.9,28.14934483,11031.5,0.16388928,391.8918919,3.56%,"""This is my style of making noodles.. without sauce.. my all-time favorite dish that I make."",""My all time favorite Noodles genius Chef"",""Maggi recipe bahut acchi hai"",""His Voice is SOOO... Relaxing"",""Nice recipe"""
Kachey Aam,08/05/2025,Thursday,01:00,276269,6400,31,#mango,4604.5,43.16703125,8911.903226,0.016666727,206.4516129,2.32%,"""Panipuri ka pani yaad aa gya"",""Will surely try 2morrow thanks"",""Awesome"",""Wow"",""Super testy"""
Pyaz ki kachori,09/05/2025,Friday,01:28,1128228,38000,136,#snacks,27578.9,29.69021053,8295.794118,0.024444439,279.4117647,3.38%,"""""Wow so tasty recipe"",""Yummy mai bhi try karungi"",""Soooo yummy yummy nice one"",""Very nice…...yaar…..every recipe is good"",""Awesome video"""
Tava pulao,10/05/2025,Saturday,00:59,504788,28000,65,#lunch,8272.9,18.02814286,7765.969231,0.01638886,430.7692308,5.55%,"""Very nice & easy way to cook colorful tasty pulao thanks."",""Looks tempting"",""Wow Delicious"",""So yummy"",""Like ur explanation"""
Mix Veg,11/05/2025,Sunday,00:59,4020569,196000,394,#dinnerideas,65892.7,20.51310714,10204.48985,0.016388899,497.4619289,4.88%,"""I tried it today it turned out really delicious"",""Bahot easy recipe hai chefs thanks"",""Wow will definitely try….thanks for sharing"",""Very yummy"",""Recipe humne banayi dil khush ho gya"""
Vada pava,12/05/2025,Monday,00:59,613080,30000,184,#streetfood,10047.7,20.436,3331.956522,0.016388889,163.0434783,4.92%,"""I enjoy watching all ur recipes…a calm explanation…"",""Me aapki sari recipe dekhti hu…very nice"",""This recipe is perfect Mumbai ke pav best hote hai"",""Laal aur hari chutney plzz"",""Prateek ka bolne ka style kitna chill hai"""
Salad,13/05/2025,Tuesday,01:00,4977387,181000,523,#healtysalad,82956.5,27.49937569,9516.992352,0.016666677,346.0803059,3.65%,"""You are cutting vegetable so nicely I am fond of to see that"",""Without cucumber salad is incomplete"",""I made this salad and it turned out delicious"",""ur voice is peaceful"",""Your cutting skills are amazing"""
Sukhi chytney of vada pava,14/05/2025,Wednesday,01:00,753446,24000,108,#chutney,12557.4,31.39358333,6976.351852,0.016666622,222.2222222,3.20%,"""Yummy mouth watering"",""Great ab green chutney"",""Awesome"",""Tasty Yummy "",""Lajawab'"
Shrikhand,15/05/2025,Thursday,00:59,529478,16000,90,#sweetrecipe,8677.6,33.092375,5883.088889,0.016388972,177.7777778,3.03%,"""Aap Kitna achha achha recepie btate hain"",""I tried yesterday and it was awesome.... tried this for the very first time and now I'm Shreekhand fan"",""Itna aasan hai pata nahi tha bazaar mein jo milte hain kitne mehange hain"",""arey bhaiya 40 rs ki to dahi ho gyi"",""I just love your voiceover and Yes your recipes are also very nice"",""Chef pineapple aur mango Shrikhand ki receipe share karo"""
